REF_DATE,GEO,DGUID,Immigrant status,Labour force characteristics,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Aug-23,Canada,2016A000011124,Total population,Employment rate,15 years and over,Percentage,242,units,0,v53035514,1.1.10.1,62.8,,,,1
Sep-23,Canada,2016A000011124,Total population,Employment rate,15 years and over,Percentage,242,units,0,v53035514,1.1.10.1,62.4,,,,1
Oct-23,Canada,2016A000011124,Total population,Employment rate,15 years and over,Percentage,242,units,0,v53035514,1.1.10.1,62.1,,,,1
Nov-23,Canada,2016A000011124,Total population,Employment rate,15 years and over,Percentage,242,units,0,v53035514,1.1.10.1,61.9,,,,1
Mar-06,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.8,,,,1
Apr-06,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.2,,,,1
May-06,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.5,,,,1
Jun-06,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.8,,,,1
Jul-06,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.1,,,,1
Aug-06,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58,,,,1
Sep-06,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.8,,,,1
Oct-06,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.6,,,,1
Nov-06,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.4,,,,1
Dec-06,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.5,,,,1
Jan-07,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.3,,,,1
Feb-07,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.4,,,,1
Mar-07,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.4,,,,1
Apr-07,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.6,,,,1
May-07,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.7,,,,1
Jun-07,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.9,,,,1
Jul-07,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.1,,,,1
Aug-07,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58,,,,1
Sep-07,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.9,,,,1
Oct-07,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.8,,,,1
Nov-07,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.8,,,,1
Dec-07,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.9,,,,1
Jan-08,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.6,,,,1
Feb-08,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.3,,,,1
Mar-08,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.1,,,,1
Apr-08,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.3,,,,1
May-08,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.8,,,,1
Jun-08,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58,,,,1
Jul-08,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58,,,,1
Aug-08,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.7,,,,1
Sep-08,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.5,,,,1
Oct-08,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.7,,,,1
Nov-08,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.7,,,,1
Dec-08,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.4,,,,1
Jan-09,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.5,,,,1
Feb-09,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56,,,,1
Mar-09,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,55.7,,,,1
Apr-09,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,55.8,,,,1
May-09,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,55.9,,,,1
Jun-09,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56,,,,1
Jul-09,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.2,,,,1
Aug-09,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.1,,,,1
Sep-09,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56,,,,1
Oct-09,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.1,,,,1
Nov-09,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.3,,,,1
Dec-09,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.3,,,,1
Jan-10,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,55.9,,,,1
Feb-10,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,55.6,,,,1
Mar-10,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,55.5,,,,1
Apr-10,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,55.6,,,,1
May-10,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,55.9,,,,1
Jun-10,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.4,,,,1
Jul-10,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.8,,,,1
Aug-10,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57,,,,1
Sep-10,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57,,,,1
Oct-10,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.1,,,,1
Nov-10,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57,,,,1
Dec-10,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.7,,,,1
Jan-11,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.3,,,,1
Feb-11,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,55.9,,,,1
Mar-11,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,55.7,,,,1
Apr-11,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,55.9,,,,1
May-11,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.3,,,,1
Jun-11,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.9,,,,1
Jul-11,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.2,,,,1
Aug-11,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.3,,,,1
Sep-11,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57,,,,1
Oct-11,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.8,,,,1
Nov-11,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.6,,,,1
Dec-11,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.6,,,,1
Jan-12,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.3,,,,1
Feb-12,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.2,,,,1
Mar-12,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.3,,,,1
Apr-12,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.8,,,,1
May-12,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.4,,,,1
Jun-12,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.9,,,,1
Jul-12,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.1,,,,1
Aug-12,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.3,,,,1
Sep-12,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.4,,,,1
Oct-12,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.4,,,,1
Nov-12,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.2,,,,1
Dec-12,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.9,,,,1
Jan-13,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.3,,,,1
Feb-13,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.9,,,,1
Mar-13,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.6,,,,1
Apr-13,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.8,,,,1
May-13,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.2,,,,1
Jun-13,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.9,,,,1
Jul-13,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.2,,,,1
Aug-13,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.5,,,,1
Sep-13,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.4,,,,1
Oct-13,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.3,,,,1
Nov-13,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.7,,,,1
Dec-13,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.3,,,,1
Jan-14,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.7,,,,1
Feb-14,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.4,,,,1
Mar-14,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.3,,,,1
Apr-14,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.8,,,,1
May-14,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.3,,,,1
Jun-14,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.5,,,,1
Jul-14,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.5,,,,1
Aug-14,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.3,,,,1
Sep-14,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.2,,,,1
Oct-14,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.3,,,,1
Nov-14,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.3,,,,1
Dec-14,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.2,,,,1
Jan-15,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.8,,,,1
Feb-15,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.7,,,,1
Mar-15,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,56.7,,,,1
Apr-15,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.1,,,,1
May-15,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,57.5,,,,1
Jun-15,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.1,,,,1
Jul-15,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.5,,,,1
Aug-15,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.9,,,,1
Sep-15,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,59.1,,,,1
Oct-15,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,59.1,,,,1
Nov-15,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,59,,,,1
Dec-15,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.9,,,,1
Jan-16,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.6,,,,1
Feb-16,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.3,,,,1
Mar-16,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.1,,,,1
Apr-16,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.1,,,,1
May-16,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.4,,,,1
Jun-16,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.7,,,,1
Jul-16,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,59.1,,,,1
Aug-16,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,59,,,,1
Sep-16,Canada,2016A000011124,Landed immigrants,Employment rate,15 years and over,Percentage,242,units,0,v53035534,1.2.10.1,58.8,,,,1
